UTCdate_____	UTCtime___	UTCsec____	FreeSpaceOnDriveC	FreeSpaceOnDriveD	ThermoTHB40	HygroTHB40	BaroTHB40	GPSLong	GPSLat	GPSAlt	GPSTDiff	GPShdop
"09.06.2017"	"19:50:00"	1111111111	1.1111e+11	+1.1111e+11	+1.8000e+01	-3.4028e+38	+9.9312e+02	+2.6630e+01	+6.7366e+01	+1.8100e+02	-3.4028e+38	-3.4028e+38
"09.06.2017"	"20:00:00"	1111111111	1.1111e+11	+1.1111e+11	+1.7400e+01	-3.4028e+38	+9.9312e+02	+2.6630e+01	+6.7366e+01	+1.8100e+02	-3.4028e+38	-3.4028e+38
"09.06.2017"	"20:10:00"	1111111111	1.1111e+11	+1.1111e+11	+1.7100e+01	-3.4028e+38	+9.9312e+02	+2.6630e+01	+6.7366e+01	+1.8100e+02	-3.4028e+38	-3.4028e+38
"09.06.2017"	"20:20:00"	1111111111	1.1111e+11	+1.1111e+11	+1.6800e+01	-3.4028e+38	+9.9312e+02	+2.6630e+01	+6.7366e+01	+1.8100e+02	-3.4028e+38	-3.4028e+38
"09.06.2017"	"20:30:00"	1111111111	1.1111e+11	+1.1111e+11	+1.6400e+01	-3.4028e+38	+9.9322e+02	+2.6630e+01	+6.7366e+01	+1.8100e+02	-3.4028e+38	-3.4028e+38
"09.06.2017"	"20:40:00"	1111111111	1.1111e+11	+1.1111e+11	+1.6200e+01	-3.4028e+38	+9.9332e+02	+2.6630e+01	+6.7366e+01	+1.8100e+02	-3.4028e+38	-3.4028e+38
"09.06.2017"	"20:50:00"	1111111111	1.1111e+11	+1.1111e+11	+1.6000e+01	-3.4028e+38	+9.9342e+02	+2.6630e+01	+6.7366e+01	+1.8100e+02	-3.4028e+38	-3.4028e+38
"09.06.2017"	"21:10:00"	1111111111	1.1111e+11	+1.1111e+11	+1.6000e+01	-3.4028e+38	+9.9372e+02	+2.6630e+01	+6.7366e+01	+1.8100e+02	-3.4028e+38	-3.4028e+38
"09.06.2017"	"21:20:00"	1111111111	1.1111e+11	+1.1111e+11	+1.5600e+01	-3.4028e+38	+9.9392e+02	+2.6630e+01	+6.7366e+01	+1.8100e+02	-3.4028e+38	-3.4028e+38
"09.06.2017"	"21:30:00"	1111111111	1.1111e+11	+1.1111e+11	+1.5700e+01	-3.4028e+38	+9.9392e+02	+2.6630e+01	+6.7366e+01	+1.8100e+02	-3.4028e+38	-3.4028e+38
"09.06.2017"	"21:40:00"	1111111111	1.1111e+11	+1.1111e+11	+1.5800e+01	-3.4028e+38	+9.9392e+02	+2.6630e+01	+6.7366e+01	+1.8100e+02	-3.4028e+38	-3.4028e+38
"09.06.2017"	"21:50:00"	1111111111	1.1111e+11	+1.1111e+11	+1.5900e+01	-3.4028e+38	+9.9392e+02	+2.6630e+01	+6.7366e+01	+1.8100e+02	-3.4028e+38	-3.4028e+38
