UTCdate_____	UTCtime___	UTCsec____	FreeSpaceOnDriveC	FreeSpaceOnDriveD	ThermoTHB40	HygroTHB40	BaroTHB40	GPSLong	GPSLat	GPSAlt	GPSTDiff	GPShdop
"09.06.2017"	"22:00:00"	1111111111	1.1111e+11	+1.1111e+11	+1.5700e+01	-3.4028e+38	+9.9392e+02	+2.6630e+01	+6.7366e+01	+1.8100e+02	-3.4028e+38	-3.4028e+38
"09.06.2017"	"22:10:00"	1111111111	1.1111e+11	+1.1111e+11	+1.5600e+01	-3.4028e+38	+9.9392e+02	+2.6630e+01	+6.7366e+01	+1.8100e+02	-3.4028e+38	-3.4028e+38
"09.06.2017"	"22:20:00"	1111111111	1.1111e+11	+1.1111e+11	+1.5500e+01	-3.4028e+38	+9.9392e+02	+2.6630e+01	+6.7366e+01	+1.8100e+02	-3.4028e+38	-3.4028e+38
"09.06.2017"	"22:30:00"	1111111111	1.1111e+11	+1.1111e+11	+1.5900e+01	-3.4028e+38	+9.9372e+02	+2.6630e+01	+6.7366e+01	+1.8100e+02	-3.4028e+38	-3.4028e+38
"09.06.2017"	"22:40:00"	1111111111	1.1111e+11	+1.1111e+11	+1.6000e+01	-3.4028e+38	+9.9372e+02	+2.6630e+01	+6.7366e+01	+1.8100e+02	-3.4028e+38	-3.4028e+38
"09.06.2017"	"22:50:00"	1111111111	1.1111e+11	+1.1111e+11	+1.6000e+01	-3.4028e+38	+9.9382e+02	+2.6630e+01	+6.7366e+01	+1.8100e+02	-3.4028e+38	-3.4028e+38
"09.06.2017"	"23:00:00"	1111111111	1.1111e+11	+1.1111e+11	+1.6000e+01	-3.4028e+38	+9.9382e+02	+2.6630e+01	+6.7366e+01	+1.8100e+02	-3.4028e+38	-3.4028e+38
"09.06.2017"	"23:10:00"	1111111111	1.1111e+11	+1.1111e+11	+1.5800e+01	-3.4028e+38	+9.9382e+02	+2.6630e+01	+6.7366e+01	+1.8100e+02	-3.4028e+38	-3.4028e+38
"09.06.2017"	"23:20:00"	1111111111	1.1111e+11	+1.1111e+11	+1.5600e+01	-3.4028e+38	+9.9382e+02	+2.6630e+01	+6.7366e+01	+1.8100e+02	-3.4028e+38	-3.4028e+38
"09.06.2017"	"23:30:00"	1111111111	1.1111e+11	+1.1111e+11	+1.5700e+01	-3.4028e+38	+9.9382e+02	+2.6630e+01	+6.7366e+01	+1.8100e+02	-3.4028e+38	-3.4028e+38
"09.06.2017"	"23:40:00"	1111111111	1.1111e+11	+1.1111e+11	+1.5300e+01	-3.4028e+38	+9.9382e+02	+2.6630e+01	+6.7366e+01	+1.8100e+02	-3.4028e+38	-3.4028e+38
"09.06.2017"	"23:50:00"	1111111111	1.1111e+11	+1.1111e+11	+1.5200e+01	-3.4028e+38	+9.9382e+02	+2.6630e+01	+6.7366e+01	+1.8100e+02	-3.4028e+38	-3.4028e+38
